2025-07-01 16:06:28 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据，数据大小: (1, 15)
2025-07-01 16:07:16 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_daily
2025-07-01 16:07:16 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 加载 metadata
2025-07-01 16:07:16 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 执行分区读取
2025-07-01 16:07:16 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据，数据大小: (1, 15)
2025-07-01 16:07:28 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_daily
2025-07-01 16:07:28 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 加载 metadata
2025-07-01 16:07:28 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 执行分区读取
2025-07-01 16:07:28 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据，数据大小: (1, 15)
2025-07-01 16:07:43 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-07-01 16:07:43 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-07-01 16:07:43 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-07-01 16:07:43 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (796, 9)
2025-07-01 16:50:48 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_daily, 开始存储 pd.DataFrame 数据
2025-07-01 16:50:48 - dbfile_sugar - DEBUG - [存储 aibot_sentimental_sugar_manager_daily]: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_manager_daily
2025-07-01 16:50:48 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_daily, 执行分区存储
2025-07-01 16:50:48 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_daily, 待存储数据中有 1 个分区
2025-07-01 16:50:48 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_daily, 执行目标分区存储: 2025
2025-07-01 16:50:48 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_daily, 创建分区路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_manager_daily/partitionBy=2025
2025-07-01 16:50:48 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_daily, 从文件中获取已存在数据: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_manager_daily/partitionBy=2025/data.parquet, 数据大小: (1, 15)
2025-07-01 16:50:48 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_daily, 将目标数据与已有数据合并
2025-07-01 16:50:48 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_daily, 合并后的数据大小: (18, 16)
2025-07-01 16:50:48 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager_daily, 将数据存储到目标文件中: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_manager_daily/partitionBy=2025/data.parquet
2025-07-01 16:50:48 - dbfile_sugar - INFO - 存储数据成功: aibot_sentimental_sugar_manager_daily
2025-07-01 16:55:21 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_daily
2025-07-01 16:55:21 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 加载 metadata
2025-07-01 16:55:21 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 执行分区读取
2025-07-01 16:55:21 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据，数据大小: (18, 15)
2025-07-01 17:06:21 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 17:06:21 - DBFile - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 17:06:21 - DBFile - INFO - 成功从 future_bar1d 读取 dataframe 数据，数据大小: (113, 6)
2025-07-01 17:06:25 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-07-01 17:06:25 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-07-01 17:06:25 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-07-01 17:06:25 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (796, 9)
2025-07-01 17:06:29 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-07-01 17:06:29 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-07-01 17:06:29 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-07-01 17:06:29 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (796, 9)
2025-07-01 17:06:49 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_daily
2025-07-01 17:06:49 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 加载 metadata
2025-07-01 17:06:49 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 执行分区读取
2025-07-01 17:06:49 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据，数据大小: (18, 15)
2025-07-01 17:16:41 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 17:16:41 - DBFile - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 17:16:41 - DBFile - INFO - 成功从 future_bar1d 读取 dataframe 数据，数据大小: (113, 6)
2025-07-01 17:16:41 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-07-01 17:16:41 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-07-01 17:16:41 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-07-01 17:16:41 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (796, 9)
2025-07-01 17:16:41 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_daily
2025-07-01 17:16:41 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 加载 metadata
2025-07-01 17:16:41 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 执行分区读取
2025-07-01 17:16:41 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据，数据大小: (0, 15)
2025-07-01 17:18:19 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_daily
2025-07-01 17:18:19 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 加载 metadata
2025-07-01 17:18:19 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 执行分区读取
2025-07-01 17:18:19 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据，数据大小: (0, 15)
2025-07-01 17:19:28 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_daily
2025-07-01 17:19:28 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 加载 metadata
2025-07-01 17:19:28 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 执行分区读取
2025-07-01 17:19:28 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据，数据大小: (0, 15)
2025-07-01 17:19:35 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_daily
2025-07-01 17:19:35 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 加载 metadata
2025-07-01 17:19:35 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 执行分区读取
2025-07-01 17:19:35 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据，数据大小: (18, 15)
2025-07-01 17:19:51 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_daily
2025-07-01 17:19:51 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 加载 metadata
2025-07-01 17:19:51 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 执行分区读取
2025-07-01 17:19:51 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据，数据大小: (4, 15)
2025-07-01 17:53:43 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 17:53:43 - DBFile - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 17:53:43 - DBFile - INFO - 成功从 future_bar1d 读取 dataframe 数据，数据大小: (113, 6)
2025-07-01 17:53:43 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-07-01 17:53:43 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-07-01 17:53:43 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-07-01 17:53:43 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (796, 9)
2025-07-01 17:53:43 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_daily
2025-07-01 17:53:43 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 加载 metadata
2025-07-01 17:53:43 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 执行分区读取
2025-07-01 17:53:43 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据，数据大小: (4, 15)
2025-07-01 18:25:36 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_daily
2025-07-01 18:25:36 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 加载 metadata
2025-07-01 18:25:36 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 执行分区读取
2025-07-01 18:25:36 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据，数据大小: (18, 15)
2025-07-01 18:26:34 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 18:26:34 - DBFile - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 18:26:34 - DBFile - INFO - 成功从 future_bar1d 读取 dataframe 数据，数据大小: (113, 6)
2025-07-01 18:26:35 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-07-01 18:26:35 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-07-01 18:26:35 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-07-01 18:26:35 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (796, 9)
2025-07-01 18:26:37 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_daily
2025-07-01 18:26:37 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 加载 metadata
2025-07-01 18:26:37 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 执行分区读取
2025-07-01 18:26:37 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据，数据大小: (18, 15)
2025-07-01 18:28:03 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 18:28:03 - DBFile - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 18:28:03 - DBFile - INFO - 成功从 future_bar1d 读取 dataframe 数据，数据大小: (113, 6)
2025-07-01 18:28:05 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_daily
2025-07-01 18:28:05 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 加载 metadata
2025-07-01 18:28:05 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 执行分区读取
2025-07-01 18:28:05 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据，数据大小: (18, 15)
2025-07-01 18:28:05 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager, 开始存储 pd.DataFrame 数据
2025-07-01 18:28:05 - dbfile_sugar - DEBUG - [存储 aibot_sentimental_sugar_manager]: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_manager
2025-07-01 18:28:05 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager, 执行分区存储
2025-07-01 18:28:05 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager, 待存储数据中有 1 个分区
2025-07-01 18:28:05 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager, 执行目标分区存储: 2025
2025-07-01 18:28:05 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager, 创建分区路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_manager/partitionBy=2025
2025-07-01 18:28:05 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager, 只有待入库数据, 根据主键去重: (18, 17)
2025-07-01 18:28:05 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager, 将数据存储到目标文件中: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase/aibot_sentimental_sugar_manager/partitionBy=2025/data.parquet
2025-07-01 18:28:05 - dbfile_sugar - INFO - 存储数据成功: aibot_sentimental_sugar_manager
2025-07-01 18:28:17 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager
2025-07-01 18:28:17 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager 读取 dataframe 数据, 加载 metadata
2025-07-01 18:28:17 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager 读取 dataframe 数据, 执行分区读取
2025-07-01 18:28:17 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager 读取 dataframe 数据，数据大小: (18, 16)
2025-07-01 18:30:56 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-07-01 18:30:56 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-07-01 18:30:56 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-07-01 18:30:56 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (796, 9)
2025-07-01 18:30:57 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_daily
2025-07-01 18:30:57 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 加载 metadata
2025-07-01 18:30:57 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 执行分区读取
2025-07-01 18:30:57 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据，数据大小: (3, 15)
2025-07-01 18:30:57 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager, 开始存储 pd.DataFrame 数据
2025-07-01 18:30:57 - dbfile_sugar - WARNING - 存储 dataframe 数据至 aibot_sentimental_sugar_manager, 待存储的数据为空: (0, 17), 跳过!
2025-07-01 18:31:32 - dbfile_sugar - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 18:31:32 - DBFile - INFO - 初始化文件数据库, 根路径: /Users/xiehao/Desktop/workspace/X2AI/FinAI/DataBase
2025-07-01 18:31:32 - DBFile - INFO - 成功从 future_bar1d 读取 dataframe 数据，数据大小: (113, 6)
2025-07-01 18:31:32 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_researcher
2025-07-01 18:31:32 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 加载 metadata
2025-07-01 18:31:32 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_researcher 读取 dataframe 数据, 执行分区读取
2025-07-01 18:31:32 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_researcher 读取 dataframe 数据，数据大小: (796, 9)
2025-07-01 18:31:32 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_daily
2025-07-01 18:31:32 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 加载 metadata
2025-07-01 18:31:32 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 执行分区读取
2025-07-01 18:31:32 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据，数据大小: (3, 15)
2025-07-01 18:31:32 - dbfile_sugar - DEBUG - 存储 dataframe 数据至 aibot_sentimental_sugar_manager, 开始存储 pd.DataFrame 数据
2025-07-01 18:31:32 - dbfile_sugar - WARNING - 存储 dataframe 数据至 aibot_sentimental_sugar_manager, 待存储的数据为空: (0, 17), 跳过!
2025-07-01 18:32:40 - dbfile_sugar - DEBUG - 读取 dataframe 数据, 表名: aibot_sentimental_sugar_manager_daily
2025-07-01 18:32:40 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 加载 metadata
2025-07-01 18:32:40 - dbfile_sugar - DEBUG - 从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据, 执行分区读取
2025-07-01 18:32:40 - dbfile_sugar - INFO - 成功从 aibot_sentimental_sugar_manager_daily 读取 dataframe 数据，数据大小: (3, 15)
